要件ID,仕様書参照,対象機能,対象画面,対象ロール,事前条件,操作,期待結果,実装箇所,テストID,検証方法,検証証拠,結果,不具合ID,備考
S1-004,§7.1,ダッシュボード,ダッシュボード,全ロール（スコープ内）,販売員IDが各ステータスで存在,ダッシュボードを表示する,「販売員ID」カードに申請中／仮登録／本登録／停止の4区分の件数が表示される,,e2e/12-agencies-dashboard.spec.ts:ダッシュボード: R2の各セクションカード数値がDB件数と一致（販売員ID:申請中/仮登録/本登録/停止中/削除済）,E2E,仕様の4区分（申請中/仮登録/本登録/停止）を含む5枚を表示し、全値をDB件数と突合,PASS,,
S1-005,§7.1,ダッシュボード,ダッシュボード,全ロール（スコープ内）,訪販員申請が各状態で存在,ダッシュボードを表示する,「訪販員申請」カードに申請中／稼働／抹消の3区分の件数が表示される,,e2e/12-agencies-dashboard.spec.ts:ダッシュボード: R2の各セクションカード数値がDB件数と一致（訪販員申請:申請中/仮登録/稼働/抹消）,E2E,仕様の3区分（申請中/稼働/抹消）を含む4枚を表示し全値をDB突合,PASS,,
S1-006,§7.1,ダッシュボード,ダッシュボード,全ロール（スコープ内）,当月の日報が一部の販売員のみ提出済み,ダッシュボードを表示する,「各種資料の提出」カードに当月の日報提出状況（提出件数・未提出者）が表示される,"src/app/(app)/dashboard/page.tsx:50-54,73-82,217-219","e2e/12-agencies-dashboard.spec.ts:422「R2で§7.1の追加カード（未提出者数…）がDBと一致」— statValue(sReports,""当月日報の未提出者数"") を DB の salesStaff.count({status in provisional/registered, dailyReports none}) と厳密一致assert",E2E,"src/app/(app)/dashboard/page.tsx:50-54 で当月（date startsWith month）の日報件数を集計し :217 「当月の日報件数」、:74-82 で REPORTABLE_STAFF_STATUS=[provisional,registered] かつ当月日報 none の販売員数を集計し :219 「当月日報の未提出者数」を表示。localhost:3100/dashboard（R2）の実レンダリングで「●12 当月の日報件数｜●37 当月日報の未提出者数」を確認。",PASS,,第2〜6次修正で未提出者数カードが追加され解消。
S1-007,§7.1,ダッシュボード,ダッシュボード,全ロール（スコープ内）,稼働提出物が一部提出済み・一部承認待ち,ダッシュボードを表示する,「各種資料の提出」カードに提出物の提出状況（n/6形式）と承認待ち件数が表示される,"src/app/(app)/dashboard/page.tsx:84-91,221-230 / src/lib/roles.ts:122-129","e2e/12-agencies-dashboard.spec.ts:422 — `await expect(statCard(sReports,""提出物の提出状況（当月）"")).toHaveText(`${expectedKinds} / 6`)` でDB突合",E2E,"src/app/(app)/dashboard/page.tsx:85-91 で当月・スコープ内の提出済み様式種別を distinct 取得し :222-226 で `${submittedKinds.length} / ${SUBMISSION_KINDS.length}`（SUBMISSION_KINDS は src/lib/roles.ts:122-129 の6種＝n/6形式）を「提出物の提出状況（当月）」として表示。承認待ち件数は :55-62,229「提出物 承認待ち」（status in pending_first/pending_snc）。localhost:3100/dashboard（R2）実レンダリングで「●0 / 6 提出物の提出状況（当月）｜●4 提出物 承認待ち」を確認。",PASS,,第2〜6次修正で n/6 カードが追加され解消。
S1-008,§7.1,ダッシュボード,ダッシュボード,全ロール（スコープ内）,有効・稼働終了の代理店が混在,ダッシュボードを表示する,「下位代理店」カードに代理店数／有効数／稼働終了数が表示される,"src/app/(app)/dashboard/page.tsx:96-103,244-248","e2e/12-agencies-dashboard.spec.ts:422 — expect(statValue(sAgency,""稼働終了"")).toBe(await d.agency.count({status:""closed"",isDummy:false}))",E2E,src/app/(app)/dashboard/page.tsx:96-103 で agencyTotal / agencyActive(status=active) / agencyClosed(status=closed) を集計し :245-247 で StatCard 3枚「代理店数」「有効」「稼働終了」を表示。localhost:3100/dashboard（R2）実レンダリングで「●9 代理店数｜●6 有効｜●3 稼働終了」を確認。,PASS,,第2〜6次修正で稼働終了カードが追加され解消。
S1-009,§7.1,ダッシュボード,ダッシュボード,①②（他ロールは非表示）,監査イベント・不正利用アラートが記録済み,①②と③以下の各ロールでダッシュボードを表示する,「管理画面」カード（直近の監査イベント・不正利用アラート）が①②にのみ表示され、③〜⑩には表示されない,"src/app/(app)/dashboard/page.tsx:147-157,266-279",e2e/12-agencies-dashboard.spec.ts:422（R2で sAdmin=section(/^管理（本日/) が visible）／同:593「④は①②専用の管理カードを持たない」→ toHaveCount(0),E2E,"src/app/(app)/dashboard/page.tsx:148 `showAdminStats = canAccess(user.role,""admin"") && !user.isDummy`。MENU の admin は roles=[R1,R2,R4]（src/lib/roles.ts:67）で R4 は isDummy=true（session.ts:72）のため除外 → 実質①②のみ。:266-279 で「管理（本日 YYYY-MM-DD）」セクションに「直近の監査イベント件数」「不正利用アラート件数」を表示。実機確認: R2 の /dashboard に「管理（本日 2026-08-05）｜●1676 直近の監査イベント件数｜●236 不正利用アラート件数」が出現し、R3/R5/R7/R10 の /dashboard には「管理（本日」セクションが1件も出現しない（curl+HTMLストリップで grep 0件）。",PASS,,第2〜6次修正で管理カードが追加され解消。
S1-010,§7.1,ダッシュボード,ダッシュボード,全ロール,,各ステータスカードのリンクをクリックする,各カードから該当機能の画面（例: 販売員IDカード→販売員ID管理）へ遷移できるリンクが付いている,,e2e/12-agencies-dashboard.spec.ts:ダッシュボード: R2の各セクションリンクから該当画面へ遷移できる,E2E,Airisアカウント申請/販売員ID管理/訪販員申請・管理/各種資料の提出/下位代理店/窓口案件/お知らせの7リンクで遷移を検証,PASS,,
S1-011,§7.1,ダッシュボード,ダッシュボード,お知らせ閲覧可能ロール（①②③⑦⑧⑨）,お知らせ機能（M6）実装後・未読お知らせが存在,ダッシュボードを表示する,未読お知らせ件数のカードが表示される,"src/app/(app)/dashboard/page.tsx:138-145,285-287","e2e/12-agencies-dashboard.spec.ts:422 — expect(statValue(sAnn,""未読お知らせ件数"")).toBe(annTotal-annRead) でDB突合",E2E,"src/app/(app)/dashboard/page.tsx:138-145 で annTotal（status=sent かつ isDummy一致・R8/R9はaudience=all）と annRead（AnnouncementRead）から annUnread を算出し、:285-287 で StatCard「未読お知らせ件数」を表示。表示条件 showAnnouncements = canAccess(role,""announcements"") = [R1,R2,R3,R4,R7,R8,R9]（src/lib/roles.ts:71）で①②③⑦⑧⑨を包含。実機確認: R2 で「●3 未読お知らせ件数」、R7・R8・R9 の /dashboard でも「未読お知らせ件数」カードの出現を確認。",PASS,,M6実装後に追加する段階要件 / 第2〜6次修正で未読件数カードが追加され解消。
S1-012,§7.1（要件9-2⑩）,ダッシュボード,ダッシュボード,⑤⑥⑦⑩,窓口機能（M7）実装後・窓口案件（期限超過含む）が存在,⑤⑥⑦⑩でダッシュボードを表示する,窓口案件の対応状況・返信状況・期限超過のカードが表示される,"src/app/(app)/dashboard/page.tsx:105-120,251-263 / docs/SPEC.md:262",,E2E,"src/app/(app)/dashboard/page.tsx:106-120,251-263 の窓口案件セクションは StatCard 4枚 = 未対応 / 対応中（確認中+対応中）/ 問題発生 / 期限超過 のみ。「返信状況」に相当するカード・集計が存在しない（CaseMessage / CaseRead を参照する集計ロジックが dashboard/page.tsx に皆無）。表示ロールの出し分けは showCases = canAccess(hotline)||canAccess(consumer-center)||canAccess(agency-cases) で⑤⑥⑦⑩を包含しており、実機 curl で R5「●15 未対応｜●3 対応中｜●0 問題発生｜●2 期限超過」、R7「●14/4/0/2」、R10「●1/0/0/0」を確認（返信状況カードは0件）。",FAIL,,M7実装後に追加する段階要件 / 対応状況・期限超過は充足、返信状況カードが未実装。表示ロール（⑤⑥⑦⑩）の出し分けは正しい。
S2-001,§7.2,Airisアカウント申請・管理,Airisアカウント申請 / Airisアカウント管理,①〜⑧（申請）/①②（管理）,,各ロールでサイドメニューを確認しページへアクセスする,「Airisアカウント申請」と「Airisアカウント管理」が別ページとして実装され、申請ページは①〜⑧がアクセス可、管理ページは①②のみアクセス可（③⑤〜⑧は管理ページ拒否）,,e2e/02-nav-permissions.spec.ts:URL直接アクセス権限マトリクス（§5.2）; e2e/03-account-requests.spec.ts:権限外アクセス: R9/R10は/account-requestsへ直接アクセスできず; e2e/04-admin.spec.ts:R3/R8は/adminへ直接アクセスできずダッシュボードへリダイレクト,E2E,/account-requests は①〜⑧可、/admin は①②のみ（③⑤〜⑧拒否）を全ロール×12ルートで検証,PASS,,
S2-002,§7.2,Airisアカウント申請・管理,Airisアカウント申請,①〜⑧,,申請ページを表示する,申請フォーム、申請中（承認待ち）一覧、1次承認・最終承認・却下の操作ボタンが同一ページ上に配置されている,,e2e/03-account-requests.spec.ts:R2: 証跡を添付して申請→一覧に「承認待ち」表示; e2e/03-account-requests.spec.ts:R7が1次承認→pending_final; e2e/03-account-requests.spec.ts:却下: 理由入力→rejected表示,E2E,申請フォーム・一覧・1次承認/最終承認/却下ボタンが /account-requests の同一ページ上に存在,PASS,,
S2-003,§7.2,Airisアカウント申請・管理,Airisアカウント申請,③,1次承認済み（またはSNC内）の申請が存在,③で申請ページから最終承認を実行する,③は管理ページにアクセスできないが、申請ページ上で最終承認を実行できる,,e2e/04-admin.spec.ts:R3/R8は/adminへ直接アクセスできずダッシュボードへリダイレクト; e2e/03-account-requests.spec.ts:R3が最終承認→一時パスワードが一度だけ表示され、DBにAccountが採番規則どおり作成される,E2E,,PASS,,
S2-004,§7.2,Airisアカウント申請・管理,Airisアカウント申請,承認操作権限を持つロール（①②③⑦）,承認待ちの申請が存在,承認権限ロールで申請ページを表示する,承認操作権限を持つロールは申請中レコードの内容を閲覧できる（承認権限が閲覧を内含する）,,e2e/03-account-requests.spec.ts:R7が1次承認→pending_final(承認待ち)へ遷移し履歴にapprove_first; e2e/03-account-requests.spec.ts:R3が最終承認→…,E2E,承認権限ロール（R7/R3）が申請レコードの内容（氏名・メール・証跡・履歴）を一覧で閲覧できることを検証,PASS,,
